periode_data,wilayah,no_registrasi,kode_barang,alamat,type,lintang,bujur,keterangan
2024,KOTA ADM. JAKARTA PUSAT,JPO210800055,134010210001,"Jl.Jendral Sudirman Depan Dukuh Atas (JPO Halte Busway Dukuh Atas), KOTA ADM. JAKARTA PUSAT",JPO,-6.20556,106.82226,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800058,134010210001,"Jl. Mas Mansyur depan London School, KOTA ADM. JAKARTA PUSAT",JPO,-6.204986,106.816558,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800059,134010210001,"Jl. Asia Afrika  depan Senayan City / Plasa Senayan,KOTA ADM. JAKARTA PUSAT",JPO,-6.224474,106.798247,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800066,134010210001,"Jl. Letjen Soeprapto depan Galur Kelurahan Galur, KOTA ADM. JAKARTA PUSAT",JPO,-6.174528,106.854944,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800067,134010210001,"Jl. Letjen Soeprapto depan Jl. Pangkalan Asem Kel. Cempaka Putih Barat (Halte Busway Rawa Selatan), KOTA ADM. JAKARTA PUSAT",JPO,-6.174053,106.857864,Busway Rawa Selatan
2024,KOTA ADM. JAKARTA PUSAT,JPO210800068,134010210001,"Jl. Letjen Soeprapto depan Pasar Cempaka Putih Kel. Cempaka Putih Barat (Halte Busway Pasar Cempaka Putih), KOTA ADM. JAKARTA PUSAT",JPO,-6.172595,106.862426,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800069,134010210001,"Jl. Letjen Soeprapto dekat Cempaka Tengah Kel. Cempaka Putih Timur (Halte Busway Cempaka Tengah), KOTA ADM. JAKARTA PUSAT",JPO,-6.17051,106.86684,Busway Pal Putih
2024,KOTA ADM. JAKARTA PUSAT,JPO210800070,134010210001,"Jl. Letjen Soeprapto depan Yarsi Kel. Cempaka Putih Timur (Halte Busway Rs Islam), KOTA ADM. JAKARTA PUSAT",JPO,-6.168724,106.870666,Busway Budi Utomo
2024,KOTA ADM. JAKARTA PUSAT,JPO210800071,134010210001,"Jl. Letjen Soeprapto depan Pengadilan Tinggi Kel. Putih Timur,KOTA ADM. JAKARTA PUSAT",JPO,-6.167688,106.87283,Busway Rs Islam
2024,KOTA ADM. JAKARTA PUSAT,JPO210800102,134010210001,"Jl. Salemba Raya Depan Capitol / Carolus, KOTA ADM. JAKARTA PUSAT",JPO,-6.197047,106.851168,Busway Cempaka Tengah (Terdapat di akun aset dalam proses penyelesaian majelis penetapan status aset)
2024,KOTA ADM. JAKARTA PUSAT,JPO210800103,134010210001,"Jl.Kramat Bunder simpang lima senen depan Blok I Pasar Senen, KOTA ADM. JAKARTA PUSAT",JPO,-6.178184,106.842232,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800104,134010210001,"Jl. Kramat Raya Depan  Kramat Sentiong, KOTA ADM. JAKARTA PUSAT",JPO,-6.188151,106.846072,Busway Ps. Cempaka Putih
2024,KOTA ADM. JAKARTA PUSAT,JPO210800105,134010210001,"Jl. Senen Raya Depan Atrium, KOTA ADM. JAKARTA PUSAT",JPO,-6.176476,106.840168,Busway Atrium
2024,KOTA ADM. JAKARTA PUSAT,JPO210800377,134010210001,"Jl. Jendral Sudirman depan Gelora Bung Karno, KOTA ADM. JAKARTA PUSAT",JPO,-6.22423,106.806,Busway Gelora Bung karno
2024,KOTA ADM. JAKARTA PUSAT,JPO210800163,134010210001,"Jl. Juanda depan Stasiun Juanda, KOTA ADM. JAKARTA PUSAT",JPO,-6.168116,106.830351,Busway Rawa Selatan
2024,KOTA ADM. JAKARTA PUSAT,JPO210800197,134010210001,"LIPI Gatot Subroto, KOTA ADM. JAKARTA PUSAT",JPO,-6.226931,106.817692,Busway Atrium
2024,KOTA ADM. JAKARTA PUSAT,JPO210800198,134010210001,"Semanggi, KOTA ADM. JAKARTA PUSAT",JPO,-6.221539,106.814088,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800211,134010210001,"Jl. Gunung Sahari depan Golden Truly (JPO Halte Busway Pasar Baru Timur),KOTA ADM. JAKARTA PUSAT",JPO,-6.1625,106.83825,Busway Pasar Baru Timur
2024,KOTA ADM. JAKARTA PUSAT,JPO210800212,134010210001,"Jl. Letjen Soeprapto depan pasar poncol,KOTA ADM. JAKARTA PUSAT",JPO,-6.175107,106.8461,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800217,134010210001,"BI, KOTA ADM. JAKARTA PUSAT",JPO,-6.182672,106.823052,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800218,134010210001,"Jl. Batu Gambir dekat Galeri Nasional, KOTA ADM. JAKARTA PUSAT",JPO,-6.178516,106.831801,Busway Polda
2024,KOTA ADM. JAKARTA PUSAT,JPO210800222,134010210001,"Jl. Fachrudin depan ruko auri,KOTA ADM. JAKARTA PUSAT",JPO,-6.184754,106.815026,Busway Dukuh Atas
2024,KOTA ADM. JAKARTA PUSAT,JPO210800227,134010210001,"Jl. Kramat Raya depan Yai / Pertamina Tongkang,KOTA ADM. JAKARTA PUSAT",JPO,-6.183052,106.843104,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800237,134010210001,"Jl. Gajah Mada / Hayam Wuruk depan BPKP / Bapeten,Jakara Pusat",JPO,-6.163705,106.820115,JPO Reguler
2024,KOTA ADM. JAKARTA PUSAT,JPO210800239,134010210001,Jl. Jendral Ahmad Yani (persimpangan Jl. A. Yani - Jl. Pramuka ) (Bypass Kolong Flyover),JPO,-6.192388,106.874557,Busway Galur
2024,KOTA ADM. JAKARTA PUSAT,JPO210800240,134010210001,"Jl. Soeprapto / Jl. A. Yani Cempaka Mas (Skay Walk),KOTA ADM. JAKARTA PUSAT",JPO,-6.166196,106.878574,Busway Rawa Selatan
2024,KOTA ADM. JAKARTA PUSAT,JPO210800245,134010210001,"Jl. Gatot Subroto depan Gedung JDC, KOTA ADM. JAKARTA PUSAT",JPO,-6.201674,106.799957,Busway Ps. Cempaka Putih Terdapat di akun aset dalam proses penyelesaian majelis penetapan status aset)
2024,KOTA ADM. JAKARTA PUSAT,JPO210800246,134010210001,"Jl. Gatot Subroto depan Gedung MPR / DPR,KOTA ADM. JAKARTA PUSAT",JPO,-6.208758,106.804082,Busway Cempaka Tengah
2024,KOTA ADM. JAKARTA BARAT,JPO210800331,134010210001,Jl.Panjang (JPO Halte Busway KEBUN JERUK POS PENGUMBEN),JPO,-6.213017,106.772396,Busway Pos Pengumben
2024,KOTA ADM. JAKARTA BARAT,JPO210800307,134010210001,Jl. Daan Mogot (JPO Halte Busway RAWA BUAYA dkt Perempatan Cengkareng),JPO,-6.153967,106.726316,Busway Rawa Buaya
2024,KOTA ADM. JAKARTA BARAT,JPO210800328,134010210001,Jl. Daan Mogot Warung Gantung,JPO,-6.1594061,106.6920681,Eks. Sudinhub Kota Adm. KOTA ADM. JAKARTA BARAT
2024,KOTA ADM. JAKARTA BARAT,JPO210800005,134010210001,Jl.Panjang (JPO Halte Busway KEBUN JERUK KELAPA DUA SASAK),JPO,-6.2056789,106.7694872,Busway Kelapa Dua Sasak
2024,KOTA ADM. JAKARTA BARAT,JPO210800171,134010210001,SUMUR BOR,JPO,-6.153073,106.719406,Busway
2024,KOTA ADM. JAKARTA BARAT,JPO210800050,134010210001,PESAKIH,JPO,-6.154813,106.715081,Busway Pesakih
2024,KOTA ADM. JAKARTA BARAT,JPO210800183,134010210001,Jembatan Besi,JPO,-6.1524178,106.794984,Busway Jembatan Besi
2024,KOTA ADM. JAKARTA BARAT,JPO210800208,134010210001,JL. DAAN MOGOT dkt MITSUBISHI (Beceng),JPO,-6.1546574,106.7417957,JPO Reguler
2024,KOTA ADM. JAKARTA BARAT,JPO210800230,134010210001,Jl. Daan Mogot (JPO Halte Busway JEMBATAN BARU dkt SD Nusa Harapan),JPO,-6.154923,106.730696,Busway Jembatan Baru
2024,KOTA ADM. JAKARTA BARAT,JPO210800234,134010210001,Jl.Panjang (JPO Halte Busway KEBUN JERUK KEDOYA ASSIDDIQIYAH),JPO,-6.174675,106.765876,Busway Kedoya Assiddiqiyah
2024,KOTA ADM. JAKARTA BARAT,JPO210800238,134010210001,Jl.Panjang (JPO Halte Busway KEBON JERUK GREEN GARDEN),JPO,-6.164589,106.763008,Busway Kedoya Green Garden
2024,KOTA ADM. JAKARTA BARAT,JPO210800263,134010210001,Jl. Daan Mogot dekat PT.Unitad Company/Dekat Pabrik Seng,JPO,-6.158395,106.699759,JPO Reguler
2024,KOTA ADM. JAKARTA BARAT,JPO210800291,134010210001,Jl. Daan Mogot (JPO Halte Busway Dispenda dpn Samsat Barat),JPO,-6.15464,106.738259,busway Dispenda Samsat Barat
2024,KOTA ADM. JAKARTA BARAT,JPO210800358,134010210001,Jl. Pangeran Tubagus angke Wijaya Kusuma,JPO,-6.145375725,106.77568030234147,Eks. Sudinhub Kota Adm. KOTA ADM. JAKARTA BARAT
2024,KOTA ADM. JAKARTA BARAT,JPO210800359,134010210001,Jl. Pangeran Tubagus angke Wijaya Kusuma,JPO,-6.143295859,106.78998950902964,JPO PenyeberanganOrang (lift)
2024,KOTA ADM. JAKARTA BARAT,JPO210800360,134010210001,Jl. Kedaung Kali Angke,JPO,-6.15557206,106.74888385135831,JPO Penyebrangan Orang ( LIFT )
2024,KOTA ADM. JAKARTA BARAT,JPO210800080,134010210001,Jl. Daan Mogot,JPO,-6.1549915,106.7307186,JPO Penyebrangan Orang ( LIFT )
2024,KOTA ADM. JAKARTA BARAT,JPO210800074,134010210001,Jl. Daan Mogot (JPO Halte Busway TAMAN KOTA),JPO,-6.157154,106.757809,Busway Jembatan Baru
2024,KOTA ADM. JAKARTA SELATAN,JPO210800110,134010210001,Jl. P. Antasari (SDN Cilandak Barat  15 Pagi),JPO,-6.288596,106.806814,Busway Taman Kota
2024,KOTA ADM. JAKARTA SELATAN,JPO210800174,134010210001,Lenteng Agung sisi Barat,JPO,-6.331449,106.834696,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800139,134010210001,Stasiun Tanjung Barat sisi Timur,JPO,-6.307376,106.839278,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800140,134010210001,Stasiun Tanjung Barat sisi Barat,JPO,-6.307317,106.83879,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800150,134010210001,Lenteng Agung sisi Timur,JPO,-6.330975,106.835436,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800186,134010210001,Jl. Pattimura dekat Mabes,JPO,-6.238853,106.802505,JPO Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800120,134010210001,Jl. Kyai Maja (Bulungan Pertamina),JPO,-6.239952,106.796784,JPO Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800122,134010210001,Jl. Iskandarsyah (Depan Terminal Blok M),JPO,-6.24373,106.803091,JPO Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800123,134010210001,Jl. Patimura (JPO Dekat Mabes Polri),JPO,-6.238792,106.802222,"Busway Jembatan Gantung
(Usul Hapus Terkena Proyek Dinas Bina Marga Prov. DKI Jakarta)
(Terdapat di Akun Aset Rusak Berat)"
2024,KOTA ADM. JAKARTA SELATAN,JPO210800334,134010210001,Jl. Raya Ps. Jumat (dekat terminal lebak bulus),JPO,-6.289446,106.773395,"Busway Jembatan Gantung
(Usul Hapus Terkena Proyek Dinas Bina Marga Prov. DKI Jakarta)"
2024,KOTA ADM. JAKARTA SELATAN,JPO210800160,134010210001,Jl. HR Rasuna Said (Dekat Kampus Satya Negara),JPO,-6.241599,106.782914,Busway Taman Kota
2024,KOTA ADM. JAKARTA SELATAN,JPO210800119,134010210001,Jl. Margaguna (Depan PIM/Margaguna),JPO,-6.26314,106.784825,Busway Grogol 1 & 2
2024,KOTA ADM. JAKARTA SELATAN,JPO210800107,134010210001,Jl. Kapten Tendean (Kantor Pos),JPO,-6.240278,106.822237,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800153,134010210001,JPO Dekat Jl. Mampang Prapatan (Amaris Hotel),JPO,-6.246974,106.82621,Busway Sumber Waras
2024,KOTA ADM. JAKARTA SELATAN,JPO210800310,134010210001,Jl. TMP. Kalibata (Depan Apartemen),JPO,-6.255816,106.851562,Jembatan Penyeberangan Orang
2024,KOTA ADM. JAKARTA SELATAN,JPO210800108,134010210001,Jl. Pasar Minggu (Depan Robinson),JPO,-6.284623,106.844127,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800109,134010210001,Jl. Pasar Minggu (Depan LP3I/Dekat Rel KA),JPO,-6.286676,106.843695,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800255,134010210001,Jl. Warung Jati Barat (JPO Halte Busway Warung Jati),JPO,-6.262517,106.8298,JPO Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800309,134010210001,Jl. Warung Jati Barat (JPO Halte Busway JPO Buncit Indah),JPO,-6.274287,106.830229,Busway Sumur Bor
2024,KOTA ADM. JAKARTA SELATAN,JPO210800254,134010210001,Jl. Raya Mampang Prapatan (JPO Halte Busway Imigrasi),JPO,-6.256711,106.827914,JPO Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800194,134010210001,Jl. MT Haryono Cikoko Stasiun Cawang Sisi Selatan,JPO,-6.2434141,106.8578613,JPO Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800182,134010210001,Pancoran Barat,JPO,-6.241679,106.837192,JPO Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800157,134010210001,Jl. Warung Jati Barat (JPO Dekat SDN 01 Pejaten Barat),JPO,-6.276425,106.830205,JPO Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800289,134010210001,Jl. Warung Jati Barat (JPO Halte Busway Pejaten Philips),JPO,-6.278277,106.829895,Busway Pramuka LIA
2024,KOTA ADM. JAKARTA SELATAN,JPO210800229,134010210001,Jl. Warung Jati Barat (JPO Halte Busway SMK 57),JPO,-6.291156,106.823614,Busway Latumenten St. Grogol
2024,KOTA ADM. JAKARTA SELATAN,JPO210800142,134010210001,Jl. H.R. Rasuna Said (JPO Halte Busway Setiabudi Utara),JPO,-6.208279,106.829853,Busway Jembatan Besi
2024,KOTA ADM. JAKARTA SELATAN,JPO210800335,134010210001,"Jl. Gatot Subroto, RT.4/RW.3, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12950 (Bawah JPO Gatot Subroto Jamsostek)",JPO,-6.2328168,106.8218891,JPO Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800091,134010210001,Jl. KH. Abdullah Syafe'I (Bukit Duri),JPO,-6.225231,106.862969,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800098,134010210001,Jl. KH. Abdullah Syafe'I / Jl. Laap ros (SMP 115),JPO,-6.225097,106.854766,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800285,134010210001,Tebet BKPM,JPO,-6.243407,106.851653,JPO Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800099,134010210001,Jl. KH. Abdullah Syafe'I / Jl. Laap ros (Daeng Tata/Telkom),JPO,-6.224022,106.851486,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800100,134010210001,Jl. Casablanca/SMU 79,JPO,-6.225412,106.838466,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800106,134010210001,Jl. Casablanca / SDN 01 dekat Kota Kasablanka,JPO,-6.225046,106.841353,Reguler
2024,KOTA ADM. JAKARTA SELATAN,JPO210800001,134010210001,Jl. Sultan Agung Manggarai (JPO Halte Busway Terminal Manggarai),JPO,-6.208876,106.8476,Reguler
2024,KOTA ADM. JAKARTA TIMUR,JPO210800034,134010210001,ASMI,JPO,-6.171908,106.888997,Busway
2024,KOTA ADM. JAKARTA TIMUR,JPO210800215,134010210001,JL. PERINTIS KEMERDEKAAN (Depan Kampus Asmi) (JPO HALTE BUSWAY ASMI),JPO,-6.171977,106.888748,Busway
2024,KOTA ADM. JAKARTA TIMUR,JPO210800011,134010210001,Jl. Peintis Kemerdekaan,JPO,-6.174617,106.892802,Busway Grogol 2
2024,KOTA ADM. JAKARTA TIMUR,JPO210800292,134010210001,JL. PERINTIS KEMERDEKAAN (Depan Apartemen Tifolia) (JPO HALTE BUSWAY PULO MAS),JPO,-6.175083,106.892943,Busway
2024,KOTA ADM. JAKARTA TIMUR,JPO210800361,134010210001,"Jl. Perintis Kemerdekaan RT.6/RW.8, Pulo Gadung, Kec. Pulo Gadung, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13260",JPO,-6.1781207,106.8983157,Busway
2024,KOTA ADM. JAKARTA TIMUR,JPO210800062,134010210001,JL. PERINTIS KEMERDEKAAN (Depan Toko Besi/Kayu Madura),JPO,-6.178331,106.898273,Busway
2024,KOTA ADM. JAKARTA TIMUR,JPO210800065,134010210001,JL. PERINTIS KEMERDEKAAN (Depan Tanah PT. Pulo Mas Jaya / Samping waduk Ria Rio),JPO,-6.168113,106.882452,Busway
2024,KOTA ADM. JAKARTA TIMUR,JPO210800057,134010210001,JL. MATRAMAN (Depan SD Marsudurini) (JPO HALTE BUSWAY SLAMET RIYADI),JPO,-6.208671,106.859457,Busway
2024,KOTA ADM. JAKARTA TIMUR,JPO210800167,134010210001,JL. MATRAMAN (Depan Gramedia) (JPO HALTE BUSWAY TEGALAN),JPO,-6.202765,106.857152,Busway Jelambar
2024,KOTA ADM. JAKARTA TIMUR,JPO210800117,134010210001,JPO Halte Busway B K N,JPO,-6.257906,106.869741,Busway Pesakih
2024,KOTA ADM. JAKARTA TIMUR,JPO210800336,134010210001,"JL. May. Jend. Sutoyo, Cawang, 13630 KOTA ADM. JAKARTA TIMUR, Indonesia, Daerah Khusus Ibukota Jakarta (Halte Busway Cawang UKI)",JPO,-6.250075,106.873595,Busway Pos Pengumben
2024,KOTA ADM. JAKARTA PUSAT,JPO210800247,134010210001,"Jl. Jendral Gatot Subroto (Semanggi) (JPO Halte Semanggi), KOTA ADM. JAKARTA PUSAT",JPO,-6.2210558,106.8137522,Busway Rs. Islam
2024,KOTA ADM. JAKARTA PUSAT,JPO210800253,134010210001,"Jl. Gajah Mada / Jl. Hayam Wuruk (JPO Halte Busway Olimo,KOTA ADM. JAKARTA PUSAT",JPO,-6.148813,106.816451,Busway Olimo
2024,KOTA ADM. JAKARTA PUSAT,JPO210800259,134010210001,"Jl. A. Yani dekat Pulo Mas Kel. Cempaka Putih Timur (JPO Halte Busway Pulo Mas By Pass),KOTA ADM. JAKARTA PUSAT",JPO,-6.177299,106.87583,Busway Salemba Carolus
2024,KOTA ADM. JAKARTA PUSAT,JPO210800262,134010210001,"Jl.A. Yani dekat dwima plasa Kel.Cempaka Putih Timur (Halte Busway Cempaka Putih), KOTA ADM. JAKARTA PUSAT",JPO,-6.174347,106.876171,Busway Senen
2024,KOTA ADM. JAKARTA PUSAT,JPO210800264,134010210001,"Jl. Jendral Sudirman depan Bendungan Hilir,KOTA ADM. JAKARTA PUSAT",JPO,-6.216856,106.815313,Busway Kramat Sentiong NU
2024,KOTA ADM. JAKARTA PUSAT,JPO210800265,134010210001,"Jl. Jendral Sudirman / Jl. Setiabudi Tengah Skywalk Dukuh Atas,KOTA ADM. JAKARTA PUSAT",JPO,-6.204924,106.822305,Busway Atrium
2024,KOTA ADM. JAKARTA PUSAT,JPO210800287,134010210001,"Jl.Hasyim Ashari depan Roxy Mas, KOTA ADM. JAKARTA PUSAT",JPO,-6.165989,106.804554,Busway Gelora Bung karno
2024,KOTA ADM. JAKARTA PUSAT,JPO210800356,134010210001,"Tangga JPO Tosari, KOTA ADM. JAKARTA PUSAT",JPO,-6.198741,106.823305,Busway Juanda
2024,KOTA ADM. JAKARTA PUSAT,JPO210800295,134010210001,"Jl. Pramuka Raya depan PLN (Pramuka LIA) Rt 07 / Rw 08 Kel. Rawasari (JPO Halte Busway LIA), KOTA ADM. JAKARTA PUSAT",JPO,-6.192378,106.868433,Busway Gatot Subroto LIPI (Terdapat di akun aset dalam proses penyelesaian majelis penetapan status aset)
2024,KOTA ADM. JAKARTA PUSAT,JPO210800296,134010210001,"Jl. Gunung Sahari depan Hotel Sheraton (JPO Halte Busway Jembatan Merah), KOTA ADM. JAKARTA PUSAT",JPO,-6.146596,106.834352,Busway Semanggi
2024,KOTA ADM. JAKARTA PUSAT,JPO210800297,134010210001,"Jl. Dr. Sutomo (JPO Halte Busway Pasar Baru), KOTA ADM. JAKARTA PUSAT",JPO,-6.165818,106.83522,Busway Pasar Baru
2024,KOTA ADM. JAKARTA PUSAT,JPO210800298,134010210001,"Jl. Jendral Sudirman/ Jl. Gatot Subroto Skywalk Semanggi - Benhil, KOTA ADM. JAKARTA PUSAT",JPO,-6.220228,106.813704,Busway Harmoni ( Terdapat di akun aset dalam proses penyelesaian majelis penetapan status aset)
2024,KOTA ADM. JAKARTA PUSAT,JPO210800315,134010210001,"Jayakarta, KOTA ADM. JAKARTA PUSAT",JPO,-6.137821,106.817445,Busway Pasar Baru Timur
2024,KOTA ADM. JAKARTA PUSAT,JPO210800147,134010210001,"Jl. Jatibaru Kota Bambu, KOTA ADM. JAKARTA PUSAT",JPO,-6.1866026,106.8080653,JPO Reguler
2024,KOTA ADM. JAKARTA UTARA,JPO210800128,134010210001,Walikota KOTA ADM. JAKARTA UTARA,JPO,-6.118439,106.893392,JPO Reguler
2024,KOTA ADM. JAKARTA UTARA,JPO210800133,134010210001,Permai Koja,JPO,-6.1137242,106.8929744,JPO Reguler
2024,KOTA ADM. JAKARTA UTARA,JPO210800370,134010210001,Jl. Yos Sudarso (Permai Koja),JPO,-6.1138723,106.8929759,Busway Pramuka BPKP dan Pemuda Pramuka
2024,KOTA ADM. JAKARTA UTARA,JPO210800060,134010210001,Jl. Jembatan III (dekat Bimoli),JPO,-6.130397,106.792547,Reguler
2024,KOTA ADM. JAKARTA UTARA,JPO210800312,134010210001,Pluit Landmark Auto Plaza,JPO,-6.125313,106.800493,Busway Slipi Petamburan
2024,KOTA ADM. JAKARTA UTARA,JPO210800090,134010210001,Mangga Dua (ITC),JPO,-6.136083,106.82647,Busway
2024,KOTA ADM. JAKARTA UTARA,JPO210800185,134010210001,Jl. Mangga Dua depan Harco Mangga Dua,JPO,-6.136144,106.826467,JPO Reguler
2024,KOTA ADM. JAKARTA UTARA,JPO210800313,134010210001,Pakin,JPO,-6.128158,106.804744,Busway Semanggi
2024,KOTA ADM. JAKARTA UTARA,JPO210800322,134010210001,Sunter Boulevard Barat,JPO,-6.15009,106.888622,Busway Mangga Besar
2024,KOTA ADM. JAKARTA BARAT,JPO210800075,134010210001,JL. Daan mogot SEBELUM FLY OVER PESING,JPO,-6.157765,106.759827,JPO Reguler
2024,KOTA ADM. JAKARTA BARAT,JPO210800076,134010210001,JL. DAAN MOGOT (SDN Cengkareng Timur 01),JPO,-6.1546858,106.7331259,JPO Reguler
2024,KOTA ADM. JAKARTA BARAT,JPO210800077,134010210001,Jl. Daan Mogot dekat JL. HEMAT,JPO,-6.1655171,106.7836455,JPO Reguler
